date,location_key,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_recovered_age_0,new_recovered_age_1,new_recovered_age_2,new_recovered_age_3,new_recovered_age_4,new_recovered_age_5,new_recovered_age_6,new_recovered_age_7,new_recovered_age_8,new_recovered_age_9,cumulative_recovered_age_0,cumulative_recovered_age_1,cumulative_recovered_age_2,cumulative_recovered_age_3,cumulative_recovered_age_4,cumulative_recovered_age_5,cumulative_recovered_age_6,cumulative_recovered_age_7,cumulative_recovered_age_8,cumulative_recovered_age_9,new_tested_age_0,new_tested_age_1,new_tested_age_2,new_tested_age_3,new_tested_age_4,new_tested_age_5,new_tested_age_6,new_tested_age_7,new_tested_age_8,new_tested_age_9,cumulative_tested_age_0,cumulative_tested_age_1,cumulative_tested_age_2,cumulative_tested_age_3,cumulative_tested_age_4,cumulative_tested_age_5,cumulative_tested_age_6,cumulative_tested_age_7,cumulative_tested_age_8,cumulative_tested_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,new_intensive_care_patients_age_0,new_intensive_care_patients_age_1,new_intensive_care_patients_age_2,new_intensive_care_patients_age_3,new_intensive_care_patients_age_4,new_intensive_care_patients_age_5,new_intensive_care_patients_age_6,new_intensive_care_patients_age_7,new_intensive_care_patients_age_8,new_intensive_care_patients_age_9,cumulative_intensive_care_patients_age_0,cumulative_intensive_care_patients_age_1,cumulative_intensive_care_patients_age_2,cumulative_intensive_care_patients_age_3,cumulative_intensive_care_patients_age_4,cumulative_intensive_care_patients_age_5,cumulative_intensive_care_patients_age_6,cumulative_intensive_care_patients_age_7,cumulative_intensive_care_patients_age_8,cumulative_intensive_care_patients_age_9,new_ventilator_patients_age_0,new_ventilator_patients_age_1,new_ventilator_patients_age_2,new_ventilator_patients_age_3,new_ventilator_patients_age_4,new_ventilator_patients_age_5,new_ventilator_patients_age_6,new_ventilator_patients_age_7,new_ventilator_patients_age_8,new_ventilator_patients_age_9,cumulative_ventilator_patients_age_0,cumulative_ventilator_patients_age_1,cumulative_ventilator_patients_age_2,cumulative_ventilator_patients_age_3,cumulative_ventilator_patients_age_4,cumulative_ventilator_patients_age_5,cumulative_ventilator_patients_age_6,cumulative_ventilator_patients_age_7,cumulative_ventilator_patients_age_8,cumulative_ventilator_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9
2020-12-28,AR,187,632,2203,2560,2308,1625,1085,574,233,48,37011,77027,298299,390214,326098,226998,137387,74607,40333,16578,0,0,1,3,4,11,28,35,37,18,64,42,259,598,1641,4053,9066,12667,11769,5825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,2622,7293,8953,7315,5010,3333,1735,757,233,171335,210534,765655,997584,819007,551889,340994,193986,112994,48978,51,20,28,47,50,75,105,134,103,45,17016,8613,18824,26567,26397,27717,31995,33173,27856,13228,7,3,5,5,6,13,34,28,21,6,1581,671,1248,1697,2699,4684,7668,8325,6098,2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-12-29,AR,209,752,2778,2931,2444,1722,1197,682,238,78,37220,77779,301077,393145,328542,228720,138584,75289,40571,16656,0,0,0,2,1,6,19,45,30,22,64,42,259,600,1642,4059,9085,12712,11799,5847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,2899,8318,9428,7675,5186,3511,1930,850,293,172469,213433,773973,1007012,826682,557075,344505,195916,113844,49271,44,20,29,36,42,69,92,119,106,37,17060,8633,18853,26603,26439,27786,32087,33292,27962,13265,3,1,2,5,10,10,28,26,21,2,1584,672,1250,1702,2709,4694,7696,8351,6119,2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-12-30,AR,199,793,2991,2956,2523,1820,1148,677,270,78,37419,78572,304068,396101,331065,230540,139732,75966,40841,16734,0,0,1,2,4,17,21,35,34,15,64,42,260,602,1646,4076,9106,12747,11833,5862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184,3153,9661,10066,8231,5772,3709,2053,854,275,173653,216586,783634,1017078,834913,562847,348214,197969,114698,49546,37,20,20,34,46,51,105,96,94,49,17097,8653,18873,26637,26485,27837,32192,33388,28056,13314,3,0,3,3,8,11,26,19,17,10,1587,672,1253,1705,2717,4705,7722,8370,6136,2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-12-31,AR,118,516,1919,1922,1519,1128,739,471,188,51,37537,79088,305987,398023,332584,231668,140471,76437,41029,16785,0,0,1,1,5,10,30,30,34,15,64,42,261,603,1651,4086,9136,12777,11867,5877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,2100,6262,6633,5181,3591,2223,1276,538,160,174480,218686,789896,1023711,840094,566438,350437,199245,115236,49706,23,9,21,26,38,44,64,83,66,29,17120,8662,18894,26663,26523,27881,32256,33471,28122,13343,3,3,3,3,9,12,18,17,15,1,1590,675,1256,1708,2726,4717,7740,8387,6151,2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-01,AR,83,181,554,590,510,325,214,143,66,17,37620,79269,306541,398613,333094,231993,140685,76580,41095,16802,0,0,1,3,3,6,26,53,34,14,64,42,262,606,1654,4092,9162,12830,11901,5891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,554,1673,1868,1466,1009,654,403,188,58,174775,219240,791569,1025579,841560,567447,351091,199648,115424,49764,33,18,19,25,44,49,85,83,76,19,17153,8680,18913,26688,26567,27930,32341,33554,28198,13362,2,4,3,2,5,6,26,22,14,3,1592,679,1259,1710,2731,4723,7766,8409,6165,2268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-02,AR,122,455,1622,1682,1440,1101,726,439,137,42,37742,79724,308163,400295,334534,233094,141411,77019,41232,16844,0,1,1,3,5,15,29,41,47,24,64,43,263,609,1659,4107,9191,12871,11948,5915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,1763,5175,5663,4560,3303,2366,1297,530,150,175623,221003,796744,1031242,846120,570750,353457,200945,115954,49914,36,22,30,27,52,75,100,133,76,23,17189,8702,18943,26715,26619,28005,32441,33687,28274,13385,6,5,4,6,9,13,21,24,14,3,1598,684,1263,1716,2740,4736,7787,8433,6179,2271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-03,AR,92,292,992,1109,890,673,469,279,108,29,37834,80016,309155,401404,335424,233767,141880,77298,41340,16873,0,0,0,0,1,15,37,47,45,12,64,43,263,609,1660,4122,9228,12918,11993,5927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,1305,4170,5169,3978,2725,1828,967,383,102,176200,222308,800914,1036411,850098,573475,355285,201912,116337,50016,32,16,17,26,45,67,80,109,81,30,17221,8718,18960,26741,26664,28072,32521,33796,28355,13415,1,1,1,5,5,10,19,29,10,7,1599,685,1264,1721,2745,4746,7806,8462,6189,2278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-04,AR,236,692,3052,3191,2554,1978,1177,694,303,74,38070,80708,312207,404595,337978,235745,143057,77992,41643,16947,0,0,3,2,4,19,23,52,34,20,64,43,266,611,1664,4141,9251,12970,12027,5947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196,2593,9113,10371,7835,5536,3557,2036,925,263,177396,224901,810027,1046782,857933,579011,358842,203948,117262,50279,46,18,32,50,71,92,129,156,124,41,17267,8736,18992,26791,26735,28164,32650,33952,28479,13456,0,2,1,3,10,22,21,28,15,4,1599,687,1265,1724,2755,4768,7827,8490,6204,2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-05,AR,221,759,3001,3256,2527,1904,1250,764,322,77,38291,81467,315208,407851,340505,237649,144307,78756,41965,17024,0,0,1,1,9,11,30,48,42,18,64,43,267,612,1673,4152,9281,13018,12069,5965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304,2866,9951,11023,8387,5714,3974,2238,1024,300,178700,227767,819978,1057805,866320,584725,362816,206186,118286,50579,43,16,28,47,64,74,119,141,81,37,17310,8752,19020,26838,26799,28238,32769,34093,28560,13493,1,0,3,3,5,20,28,37,12,4,1600,687,1268,1727,2760,4788,7855,8527,6216,2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-06,AR,202,809,3441,3333,2572,1828,1207,721,304,75,38493,82276,318649,411184,343077,239477,145514,79477,42269,17099,0,0,3,1,6,12,24,31,41,13,64,43,270,613,1679,4164,9305,13049,12110,5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279,3155,10573,11387,8761,6102,4047,2221,996,293,179979,230922,830551,1069192,875081,590827,366863,208407,119282,50872,45,22,33,43,67,86,111,143,99,31,17355,8774,19053,26881,26866,28324,32880,34236,28659,13524,4,2,6,3,6,25,31,34,14,2,1604,689,1274,1730,2766,4813,7886,8561,6230,2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-07,AR,229,818,3258,3122,2374,1765,1128,676,280,69,38722,83094,321907,414306,345451,241242,146642,80153,42549,17168,0,0,2,3,5,15,28,49,43,15,64,43,272,616,1684,4179,9333,13098,12153,5993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,2869,10006,10361,7828,5540,3637,2056,927,280,181198,233791,840557,1079553,882909,596367,370500,210463,120209,51152,40,19,37,41,64,78,107,126,108,28,17395,8793,19090,26922,26930,28402,32987,34362,28767,13552,2,1,3,3,6,17,23,25,17,3,1606,690,1277,1733,2772,4830,7909,8586,6247,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-08,AR,214,795,3190,3171,2465,1790,1191,732,298,83,38936,83889,325097,417477,347916,243032,147833,80885,42847,17251,0,1,0,2,6,11,41,37,47,17,64,44,272,618,1690,4190,9374,13135,12200,6010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,2873,10474,10830,8110,5777,3731,2127,927,273,182405,236664,851031,1090383,891019,602144,374231,212590,121136,51425,45,22,40,40,52,78,101,126,83,35,17440,8815,19130,26962,26982,28480,33088,34488,28850,13587,5,2,5,2,6,12,36,23,17,4,1611,692,1282,1735,2778,4842,7945,8609,6264,2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-09,AR,155,544,2256,2179,1775,1364,920,532,189,44,39091,84433,327353,419656,349691,244396,148753,81417,43036,17295,0,0,1,4,4,13,31,44,42,19,64,44,273,622,1694,4203,9405,13179,12242,6029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,2451,8097,8662,6667,4689,3031,1629,700,183,183338,239115,859128,1099045,897686,606833,377262,214219,121836,51608,33,19,31,31,59,63,93,91,95,38,17473,8834,19161,26993,27041,28543,33181,34579,28945,13625,4,3,5,5,4,9,28,15,23,1,1615,695,1287,1740,2782,4851,7973,8624,6287,2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-10,AR,97,301,1201,1081,928,691,454,278,114,29,39188,84734,328554,420737,350619,245087,149207,81695,43150,17324,0,0,1,1,5,12,37,47,43,19,64,44,274,623,1699,4215,9442,13226,12285,6048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,1479,4897,5256,4021,2737,1730,912,387,127,183938,240594,864025,1104301,901707,609570,378992,215131,122223,51735,46,19,26,40,53,67,92,103,91,20,17519,8853,19187,27033,27094,28610,33273,34682,29036,13645,6,1,2,5,7,11,23,22,17,1,1621,696,1289,1745,2789,4862,7996,8646,6304,2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-11,AR,201,727,3024,2951,2341,1728,1161,603,272,65,39389,85461,331578,423688,352960,246815,150368,82298,43422,17389,0,0,1,5,8,9,40,48,40,19,64,44,275,628,1707,4224,9482,13274,12325,6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,2553,9644,10154,7822,5280,3501,1870,806,232,185008,243147,873669,1114455,909529,614850,382493,217001,123029,51967,36,25,34,35,52,85,110,121,91,29,17555,8878,19221,27068,27146,28695,33383,34803,29127,13674,2,1,2,3,6,23,21,32,16,9,1623,697,1291,1748,2795,4885,8017,8678,6320,2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-12,AR,213,772,2902,2804,2224,1732,1136,660,269,75,39602,86233,334480,426492,355184,248547,151504,82958,43691,17464,0,1,0,4,11,14,31,49,40,22,64,45,275,632,1718,4238,9513,13323,12365,6089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,2760,9485,10176,7960,5570,3738,1995,904,279,186176,245907,883154,1124631,917489,620420,386231,218996,123933,52246,30,15,29,45,54,76,98,132,109,36,17585,8893,19250,27113,27200,28771,33481,34935,29236,13710,3,1,1,3,4,14,30,30,28,10,1626,698,1292,1751,2799,4899,8047,8708,6348,2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-13,AR,195,790,3140,2954,2332,1823,1150,647,265,75,39797,87023,337620,429446,357516,250370,152654,83605,43956,17539,0,1,2,3,6,8,32,46,41,16,64,46,277,635,1724,4246,9545,13369,12406,6105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,2990,10746,10727,8386,5951,3919,2074,863,268,187395,248897,893900,1135358,925875,626371,390150,221070,124796,52514,39,13,33,39,71,92,129,129,96,38,17624,8906,19283,27152,27271,28863,33610,35064,29332,13748,5,2,4,2,9,21,32,31,20,5,1631,700,1296,1753,2808,4920,8079,8739,6368,2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-14,AR,203,753,2807,2678,2053,1615,1062,655,247,56,40000,87776,340427,432124,359569,251985,153716,84260,44203,17595,0,0,2,4,2,12,34,47,37,11,64,46,279,639,1726,4258,9579,13416,12443,6116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,2965,9818,10170,7884,5554,3691,1946,848,262,188546,251862,903718,1145528,933759,631925,393841,223016,125644,52776,29,18,33,45,57,92,97,122,83,34,17653,8924,19316,27197,27328,28955,33707,35186,29415,13782,1,2,3,4,5,12,20,30,15,5,1632,702,1299,1757,2813,4932,8099,8769,6383,2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-15,AR,153,686,2724,2386,2014,1568,963,581,246,60,40153,88462,343151,434510,361583,253553,154679,84841,44449,17655,0,0,1,4,5,11,33,63,53,21,64,46,280,643,1731,4269,9612,13479,12496,6137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,3472,10613,11218,9114,6436,3777,2012,865,243,189765,255334,914331,1156746,942873,638361,397618,225028,126509,53019,27,20,21,43,54,76,104,111,91,27,17680,8944,19337,27240,27382,29031,33811,35297,29506,13809,3,2,1,4,7,20,28,36,12,3,1635,704,1300,1761,2820,4952,8127,8805,6395,2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-16,AR,124,562,1943,1807,1460,1121,761,401,195,50,40277,89024,345094,436317,363043,254674,155440,85242,44644,17705,0,0,0,3,6,16,36,57,43,13,64,46,280,646,1737,4285,9648,13536,12539,6150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,2912,7981,8739,7224,5003,3063,1630,685,181,190653,258246,922312,1165485,950097,643364,400681,226658,127194,53200,33,13,27,22,56,82,79,98,77,29,17713,8957,19364,27262,27438,29113,33890,35395,29583,13838,4,0,3,2,3,16,27,26,16,1,1639,704,1303,1763,2823,4968,8154,8831,6411,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-17,AR,67,286,1254,1043,809,654,466,229,113,30,40344,89310,346348,437360,363852,255328,155906,85471,44757,17735,1,0,0,0,4,15,35,59,54,12,65,46,280,646,1741,4300,9683,13595,12593,6162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,1932,5497,5838,4938,3479,1972,984,365,90,191213,260178,927809,1171323,955035,646843,402653,227642,127559,53290,37,9,18,31,36,57,88,101,79,30,17750,8966,19382,27293,27474,29170,33978,35496,29662,13868,4,1,1,2,4,5,21,27,16,6,1643,705,1304,1765,2827,4973,8175,8858,6427,2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-18,AR,164,690,2879,2606,2188,1514,1039,619,244,65,40508,90000,349227,439966,366040,256842,156945,86090,45001,17800,0,1,1,1,5,11,40,53,57,17,65,47,281,647,1746,4311,9723,13648,12650,6179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113,3061,9681,10251,8526,5942,3869,2092,854,284,192326,263239,937490,1181574,963561,652785,406522,229734,128413,53574,33,17,34,29,50,61,86,126,90,30,17783,8983,19416,27322,27524,29231,34064,35622,29752,13898,0,1,2,2,8,8,18,37,14,5,1643,706,1306,1767,2835,4981,8193,8895,6441,2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-19,AR,209,778,2861,2568,2148,1576,969,569,271,79,40717,90778,352088,442534,368188,258418,157914,86659,45272,17879,0,1,1,2,6,16,35,54,38,17,65,48,282,649,1752,4327,9758,13702,12688,6196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181,3210,10279,10922,9080,6316,3987,2138,919,288,193507,266449,947769,1192496,972641,659101,410509,231872,129332,53862,30,23,35,31,57,71,118,114,88,30,17813,9006,19451,27353,27581,29302,34182,35736,29840,13928,4,4,1,3,6,15,34,29,17,8,1647,710,1307,1770,2841,4996,8227,8924,6458,2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-20,AR,166,691,2666,2426,2066,1511,961,608,223,59,40883,91469,354754,444960,370254,259929,158875,87267,45495,17938,0,0,2,1,8,16,36,60,48,23,65,48,284,650,1760,4343,9794,13762,12736,6219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089,3015,9753,10090,8308,5971,3940,2148,824,212,194596,269464,957522,1202586,980949,665072,414449,234020,130156,54074,45,12,23,45,54,79,97,121,88,42,17858,9018,19474,27398,27635,29381,34279,35857,29928,13970,3,2,2,5,6,23,30,38,13,8,1650,712,1309,1775,2847,5019,8257,8962,6471,2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-21,AR,185,625,2443,2301,1834,1307,902,504,223,76,41068,92094,357197,447261,372088,261236,159777,87771,45718,18014,0,1,1,4,9,18,48,57,55,26,65,49,285,654,1769,4361,9842,13819,12791,6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082,2797,9625,10037,7587,5447,3497,1862,820,274,195678,272261,967147,1212623,988536,670519,417946,235882,130976,54348,39,18,24,33,60,81,109,157,113,36,17897,9036,19498,27431,27695,29462,34388,36014,30041,14006,4,2,3,6,11,20,22,46,28,2,1654,714,1312,1781,2858,5039,8279,9008,6499,2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-22,AR,177,615,2414,2138,1710,1300,837,495,212,63,41245,92709,359611,449399,373798,262536,160614,88266,45930,18077,0,0,0,2,5,16,37,57,47,20,65,49,285,656,1774,4377,9879,13876,12838,6265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,2849,9225,9207,7294,5312,3329,1876,758,216,196780,275110,976372,1221830,995830,675831,421275,237758,131734,54564,38,14,23,24,46,47,96,118,86,31,17935,9050,19521,27455,27741,29509,34484,36132,30127,14037,2,0,1,6,8,10,21,30,12,3,1656,714,1313,1787,2866,5049,8300,9038,6511,2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-23,AR,104,393,1627,1431,1136,870,574,331,165,42,41349,93102,361238,450830,374934,263406,161188,88597,46095,18119,1,0,0,3,3,18,34,54,39,24,66,49,285,659,1777,4395,9913,13930,12877,6289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,2315,6964,6833,5403,3988,2479,1244,589,180,197593,277425,983336,1228663,1001233,679819,423754,239002,132323,54744,29,11,19,31,42,48,64,93,58,33,17964,9061,19540,27486,27783,29557,34548,36225,30185,14070,8,1,3,6,4,12,21,32,9,4,1664,715,1316,1793,2870,5061,8321,9070,6520,2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2021-01-24,AR,82,236,924,780,635,509,323,171,92,18,41431,93338,362162,451610,375569,263915,161511,88768,46187,18137,0,1,0,0,7,20,38,55,57,14,66,50,285,659,1784,4415,9951,13985,12934,6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,1770,4591,4775,4010,2881,1657,769,329,76,198031,279195,987927,1233438,1005243,682700,425411,239771,132652,54820,38,15,14,24,19,46,56,80,76,26,18002,9076,19554,27510,27802,29603,34604,36305,30261,14096,5,1,2,3,5,13,16,20,20,4,1669,716,1318,1796,2875,5074,8337,9090,6540,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
