date,location_key,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_recovered_age_0,new_recovered_age_1,new_recovered_age_2,new_recovered_age_3,new_recovered_age_4,new_recovered_age_5,new_recovered_age_6,new_recovered_age_7,new_recovered_age_8,new_recovered_age_9,cumulative_recovered_age_0,cumulative_recovered_age_1,cumulative_recovered_age_2,cumulative_recovered_age_3,cumulative_recovered_age_4,cumulative_recovered_age_5,cumulative_recovered_age_6,cumulative_recovered_age_7,cumulative_recovered_age_8,cumulative_recovered_age_9,new_tested_age_0,new_tested_age_1,new_tested_age_2,new_tested_age_3,new_tested_age_4,new_tested_age_5,new_tested_age_6,new_tested_age_7,new_tested_age_8,new_tested_age_9,cumulative_tested_age_0,cumulative_tested_age_1,cumulative_tested_age_2,cumulative_tested_age_3,cumulative_tested_age_4,cumulative_tested_age_5,cumulative_tested_age_6,cumulative_tested_age_7,cumulative_tested_age_8,cumulative_tested_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,new_intensive_care_patients_age_0,new_intensive_care_patients_age_1,new_intensive_care_patients_age_2,new_intensive_care_patients_age_3,new_intensive_care_patients_age_4,new_intensive_care_patients_age_5,new_intensive_care_patients_age_6,new_intensive_care_patients_age_7,new_intensive_care_patients_age_8,new_intensive_care_patients_age_9,cumulative_intensive_care_patients_age_0,cumulative_intensive_care_patients_age_1,cumulative_intensive_care_patients_age_2,cumulative_intensive_care_patients_age_3,cumulative_intensive_care_patients_age_4,cumulative_intensive_care_patients_age_5,cumulative_intensive_care_patients_age_6,cumulative_intensive_care_patients_age_7,cumulative_intensive_care_patients_age_8,cumulative_intensive_care_patients_age_9,new_ventilator_patients_age_0,new_ventilator_patients_age_1,new_ventilator_patients_age_2,new_ventilator_patients_age_3,new_ventilator_patients_age_4,new_ventilator_patients_age_5,new_ventilator_patients_age_6,new_ventilator_patients_age_7,new_ventilator_patients_age_8,new_ventilator_patients_age_9,cumulative_ventilator_patients_age_0,cumulative_ventilator_patients_age_1,cumulative_ventilator_patients_age_2,cumulative_ventilator_patients_age_3,cumulative_ventilator_patients_age_4,cumulative_ventilator_patients_age_5,cumulative_ventilator_patients_age_6,cumulative_ventilator_patients_age_7,cumulative_ventilator_patients_age_8,cumulative_ventilator_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9
2020-09-27,AR,155,299,1298,1723,1471,998,618,365,219,96,19859,33694,130941,180846,150309,104412,59901,31761,19457,9505,2,2,1,4,13,23,59,83,97,53,36,20,136,320,837,2002,4299,6035,5946,3322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,633,2735,3675,3045,1965,1157,668,392,169,90066,90934,336134,464733,382383,253633,145982,83117,55643,27903,54,32,53,89,90,99,137,168,112,53,12682,6520,15211,21681,20526,19968,21280,21600,18636,9491,7,2,7,7,7,20,31,38,35,5,1163,496,919,1255,1907,3126,4892,5379,4216,1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-09-28,AR,278,602,2391,3211,2749,1822,1117,564,317,119,20137,34296,133332,184057,153058,106234,61018,32325,19774,9624,1,0,4,3,12,42,63,101,97,35,37,20,140,323,849,2044,4362,6136,6043,3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,980,4159,5776,4783,3185,1933,1063,626,248,90882,91914,340293,470509,387166,256818,147915,84180,56269,28151,70,41,99,131,137,168,198,171,160,63,12752,6561,15310,21812,20663,20136,21478,21771,18796,9554,8,3,7,5,12,25,56,42,34,12,1171,499,926,1260,1919,3151,4948,5421,4250,1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-09-29,AR,266,592,2648,3780,3233,2229,1416,769,404,163,20403,34888,135980,187837,156291,108463,62434,33094,20178,9787,0,0,3,6,13,31,72,73,92,38,37,20,143,329,862,2075,4434,6209,6135,3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,1124,4810,6853,5802,3940,2440,1352,788,352,91771,93038,345103,477362,392968,260758,150355,85532,57057,28503,70,34,109,156,155,148,196,185,143,43,12822,6595,15419,21968,20818,20284,21674,21956,18939,9597,10,6,3,5,13,33,56,42,25,4,1181,505,929,1265,1932,3184,5004,5463,4275,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-09-30,AR,257,572,2619,3581,3034,2165,1363,714,354,141,20660,35460,138599,191418,159325,110628,63797,33808,20532,9928,0,1,1,6,14,40,68,107,114,39,37,21,144,335,876,2115,4502,6316,6249,3434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,1164,5386,7170,5910,4054,2566,1331,732,302,92665,94202,350489,484532,398878,264812,152921,86863,57789,28805,57,38,112,142,145,164,212,195,142,58,12879,6633,15531,22110,20963,20448,21886,22151,19081,9655,11,3,6,10,8,23,50,41,19,11,1192,508,935,1275,1940,3207,5054,5504,4294,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-01,AR,243,553,2640,3489,2967,2053,1207,702,384,130,20903,36013,141239,194907,162292,112681,65004,34510,20916,10058,1,0,3,5,19,24,98,99,102,45,38,21,147,340,895,2139,4600,6415,6351,3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,1226,5444,7197,6009,4085,2471,1396,753,257,93591,95428,355933,491729,404887,268897,155392,88259,58542,29062,58,36,99,129,147,159,188,195,158,53,12937,6669,15630,22239,21110,20607,22074,22346,19239,9708,5,0,4,3,17,30,63,46,31,12,1197,508,939,1278,1957,3237,5117,5550,4325,1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-02,AR,304,616,2781,3583,3107,2168,1324,684,344,135,21207,36629,144020,198490,165399,114849,66328,35194,21260,10193,0,0,0,2,11,41,77,95,99,45,38,21,147,342,906,2180,4677,6510,6450,3524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067,1282,5580,7413,6320,4322,2633,1354,731,300,94658,96710,361513,499142,411207,273219,158025,89613,59273,29362,61,35,71,136,120,163,178,149,146,55,12998,6704,15701,22375,21230,20770,22252,22495,19385,9763,4,3,5,6,15,29,43,40,30,8,1201,511,944,1284,1972,3266,5160,5590,4355,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-03,AR,219,418,1944,2627,2334,1649,1013,584,310,118,21426,37047,145964,201117,167733,116498,67341,35778,21570,10311,0,0,2,3,13,25,59,89,87,41,38,21,149,345,919,2205,4736,6599,6537,3565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,1034,4365,5838,4976,3416,2087,1211,679,279,95536,97744,365878,504980,416183,276635,160112,90824,59952,29641,47,21,54,70,98,124,120,128,114,38,13045,6725,15755,22445,21328,20894,22372,22623,19499,9801,4,3,5,7,5,19,38,46,31,9,1205,514,949,1291,1977,3285,5198,5636,4386,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-04,AR,150,273,1168,1537,1374,932,560,290,176,52,21576,37320,147132,202654,169107,117430,67901,36068,21746,10363,1,0,5,5,10,31,79,118,85,44,39,21,154,350,929,2236,4815,6717,6622,3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,594,2452,3286,2837,1864,1171,601,390,179,96144,98338,368330,508266,419020,278499,161283,91425,60342,29820,51,30,53,58,83,91,128,139,97,49,13096,6755,15808,22503,21411,20985,22500,22762,19596,9850,1,0,2,5,9,9,49,35,18,10,1206,514,951,1296,1986,3294,5247,5671,4404,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-05,AR,290,551,2337,3207,2743,1874,1142,619,344,119,21866,37871,149469,205861,171850,119304,69043,36687,22090,10482,1,0,1,6,11,49,74,102,83,45,40,21,155,356,940,2285,4889,6819,6705,3654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,1035,4447,6003,5224,3532,2168,1211,704,266,97027,99373,372777,514269,424244,282031,163451,92636,61046,30086,49,25,92,113,148,160,187,191,165,70,13145,6780,15900,22616,21559,21145,22687,22953,19761,9920,4,1,2,6,23,24,34,46,43,12,1210,515,953,1302,2009,3318,5281,5717,4447,1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-06,AR,274,588,2710,3595,3267,2210,1310,763,369,144,22140,38459,152179,209456,175117,121514,70353,37450,22459,10626,1,0,3,3,14,29,72,105,90,43,41,21,158,359,954,2314,4961,6924,6795,3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,1267,5758,7632,6687,4530,2661,1531,826,346,98004,100640,378535,521901,430931,286561,166112,94167,61872,30432,54,34,73,115,124,161,166,209,136,52,13199,6814,15973,22731,21683,21306,22853,23162,19897,9972,6,4,6,6,7,27,39,61,26,7,1216,519,959,1308,2016,3345,5320,5778,4473,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-07,AR,252,568,2831,3891,3333,2343,1395,746,365,138,22392,39027,155010,213347,178450,123857,71748,38196,22824,10764,1,0,0,4,15,38,71,113,99,41,42,21,158,363,969,2352,5032,7037,6894,3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,1163,5656,7666,6553,4329,2690,1445,760,280,98853,101803,384191,529567,437484,290890,168802,95612,62632,30712,50,39,82,127,114,139,180,173,146,56,13249,6853,16055,22858,21797,21445,23033,23335,20043,10028,7,1,3,6,6,26,46,43,29,5,1223,520,962,1314,2022,3371,5366,5821,4502,1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-08,AR,264,630,2927,3950,3266,2288,1423,722,376,135,22656,39657,157937,217297,181716,126145,73171,38918,23200,10899,0,0,1,6,12,33,88,116,111,40,42,21,159,369,981,2385,5120,7153,7005,3778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,1371,5894,8053,6640,4545,2806,1504,830,342,99796,103174,390085,537620,444124,295435,171608,97116,63462,31054,45,27,76,112,111,134,181,185,127,54,13294,6880,16131,22970,21908,21579,23214,23520,20170,10082,5,3,7,3,11,25,38,40,34,7,1228,523,969,1317,2033,3396,5404,5861,4536,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-09,AR,289,630,3074,3953,3310,2312,1417,756,382,148,22945,40287,161011,221250,185026,128457,74588,39674,23582,11047,0,0,1,4,16,27,104,110,117,47,42,21,160,373,997,2412,5224,7263,7122,3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,1389,6446,8471,6929,4842,2976,1596,917,440,100803,104563,396531,546091,451053,300277,174584,98712,64379,31494,56,35,70,90,83,147,182,181,122,53,13350,6915,16201,23060,21991,21726,23396,23701,20292,10135,5,0,4,10,12,30,42,41,22,5,1233,523,973,1327,2045,3426,5446,5902,4558,1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-10,AR,231,520,2348,3198,2588,1882,1074,602,346,99,23176,40807,163359,224448,187614,130339,75662,40276,23928,11146,2,0,2,3,10,30,92,96,90,32,44,21,162,376,1007,2442,5316,7359,7212,3857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,1030,4377,6013,4941,3441,2140,1177,684,240,101562,105593,400908,552104,455994,303718,176724,99889,65063,31734,66,29,53,72,81,117,174,156,133,68,13416,6944,16254,23132,22072,21843,23570,23857,20425,10203,6,4,4,5,13,26,36,39,38,14,1239,527,977,1332,2058,3452,5482,5941,4596,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-11,AR,170,407,1513,2095,1747,1172,697,338,197,84,23346,41214,164872,226543,189361,131511,76359,40614,24125,11230,0,0,3,5,16,24,67,86,70,42,44,21,165,381,1023,2466,5383,7445,7282,3899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,759,2848,3870,3292,2335,1394,712,436,202,102173,106352,403756,555974,459286,306053,178118,100601,65499,31936,54,26,38,50,76,65,138,133,103,52,13470,6970,16292,23182,22148,21908,23708,23990,20528,10255,5,5,3,7,14,14,49,26,20,7,1244,532,980,1339,2072,3466,5531,5967,4616,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-12,AR,219,424,1865,2415,1974,1409,913,482,212,70,23565,41638,166737,228958,191335,132920,77272,41096,24337,11300,0,1,3,3,11,21,69,100,75,38,44,22,168,384,1034,2487,5452,7545,7357,3937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,796,3098,4250,3529,2483,1622,903,473,229,102828,107148,406854,560224,462815,308536,179740,101504,65972,32165,56,36,52,73,86,106,153,145,106,39,13526,7006,16344,23255,22234,22014,23861,24135,20634,10294,4,0,3,10,14,26,52,35,26,4,1248,532,983,1349,2086,3492,5583,6002,4642,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-13,AR,278,632,2745,3785,3114,2194,1278,736,384,172,23843,42270,169482,232743,194449,135114,78550,41832,24721,11472,0,1,3,7,12,33,96,108,95,37,44,23,171,391,1046,2520,5548,7653,7452,3974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,1199,5168,6892,5852,4049,2535,1472,805,353,103798,108347,412022,567116,468667,312585,182275,102976,66777,32518,60,35,70,116,109,124,188,195,157,50,13586,7041,16414,23371,22343,22138,24049,24330,20791,10344,8,1,3,15,9,23,38,56,33,8,1256,533,986,1364,2095,3515,5621,6058,4675,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-14,AR,316,713,3203,4392,3676,2484,1569,899,391,129,24159,42983,172685,237135,198125,137598,80119,42731,25112,11601,0,0,1,6,16,31,96,105,90,52,44,23,172,397,1062,2551,5644,7758,7542,4026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,1426,6360,8556,7147,4742,3018,1672,821,307,104876,109773,418382,575672,475814,317327,185293,104648,67598,32825,64,40,68,104,112,145,178,188,116,46,13650,7081,16482,23475,22455,22283,24227,24518,20907,10390,5,4,4,7,17,24,39,43,27,7,1261,537,990,1371,2112,3539,5660,6101,4702,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-15,AR,307,678,3216,4144,3632,2472,1675,871,429,133,24466,43661,175901,241279,201757,140070,81794,43602,25541,11734,1,1,0,2,9,33,79,102,86,38,45,24,172,399,1071,2584,5723,7860,7628,4064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,1531,6459,8366,7073,4770,3091,1689,903,331,105927,111304,424841,584038,482887,322097,188384,106337,68501,33156,63,22,64,76,100,134,157,172,136,37,13713,7103,16546,23551,22555,22417,24384,24690,21043,10427,3,3,7,7,11,25,45,42,21,10,1264,540,997,1378,2123,3564,5705,6143,4723,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-16,AR,339,851,3466,4452,3672,2557,1632,845,472,174,24805,44512,179367,245731,205429,142627,83426,44447,26013,11908,1,1,3,7,10,33,77,81,86,38,46,25,175,406,1081,2617,5800,7941,7714,4102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,1528,6568,8654,7148,4803,3013,1562,914,354,106910,112832,431409,592692,490035,326900,191397,107899,69415,33510,60,37,69,102,96,118,161,181,146,65,13773,7140,16615,23653,22651,22535,24545,24871,21189,10492,8,3,3,2,11,23,41,49,21,12,1272,543,1000,1380,2134,3587,5746,6192,4744,1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-17,AR,221,546,2618,3339,2730,1818,1139,634,306,112,25026,45058,181985,249070,208159,144445,84565,45081,26319,12020,0,0,1,7,9,21,66,96,73,42,46,25,176,413,1090,2638,5866,8037,7787,4144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,1327,5619,7074,6126,4004,2560,1459,875,410,107933,114159,437028,599766,496161,330904,193957,109358,70290,33920,61,21,45,52,75,92,135,143,109,45,13834,7161,16660,23705,22726,22627,24680,25014,21298,10537,7,2,4,4,7,21,36,41,23,9,1279,545,1004,1384,2141,3608,5782,6233,4767,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-18,AR,107,307,1369,1755,1475,1005,657,405,169,74,25133,45365,183354,250825,209634,145450,85222,45486,26488,12094,0,1,3,3,2,37,67,120,108,45,46,26,179,416,1092,2675,5933,8157,7895,4189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,697,2759,3617,3062,2057,1316,808,440,214,108463,114856,439787,603383,499223,332961,195273,110166,70730,34134,57,24,38,58,48,87,134,156,94,43,13891,7185,16698,23763,22774,22714,24814,25170,21392,10580,11,3,3,6,8,26,31,52,20,5,1290,548,1007,1390,2149,3634,5813,6285,4787,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-19,AR,312,719,2941,3774,3106,2247,1400,701,356,117,25445,46084,186295,254599,212740,147697,86622,46187,26844,12211,0,1,4,4,18,36,85,102,96,44,46,27,183,420,1110,2711,6018,8259,7991,4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,1452,6168,8064,6662,4560,2762,1470,809,320,109484,116308,445955,611447,505885,337521,198035,111636,71539,34454,58,41,56,77,95,142,165,177,162,61,13949,7226,16754,23840,22869,22856,24979,25347,21554,10641,6,3,2,4,11,41,40,46,32,12,1296,551,1009,1394,2160,3675,5853,6331,4819,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-20,AR,319,749,3149,3945,3429,2351,1353,787,363,137,25764,46833,189444,258544,216169,150048,87975,46974,27207,12348,0,1,2,5,11,35,74,94,104,52,46,28,185,425,1121,2746,6092,8353,8095,4285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,1438,6122,7937,6773,4527,2727,1621,926,363,110508,117746,452077,619384,512658,342048,200762,113257,72465,34817,55,29,49,67,92,102,175,160,119,45,14004,7255,16803,23907,22961,22958,25154,25507,21673,10686,5,3,4,6,11,19,36,44,23,9,1301,554,1013,1400,2171,3694,5889,6375,4842,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-21,AR,256,697,3183,4035,3426,2455,1401,729,359,136,26020,47530,192627,262579,219595,152503,89376,47703,27566,12484,1,0,3,3,12,34,81,111,78,36,47,28,188,428,1133,2780,6173,8464,8173,4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,1584,7061,9186,7565,5103,2918,1554,787,300,111619,119330,459138,628570,520223,347151,203680,114811,73252,35117,55,31,32,58,87,115,164,167,116,47,14059,7286,16835,23965,23048,23073,25318,25674,21789,10733,2,1,1,6,9,18,47,43,33,9,1303,555,1014,1406,2180,3712,5936,6418,4875,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-22,AR,234,636,2984,3831,3144,2213,1343,723,343,104,26254,48166,195611,266410,222739,154716,90719,48426,27909,12588,0,0,3,2,12,30,68,97,90,39,47,28,191,430,1145,2810,6241,8561,8263,4360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317,1658,6811,8564,7099,4861,2944,1616,849,327,112936,120988,465949,637134,527322,352012,206624,116427,74101,35444,43,19,51,55,68,104,149,148,119,52,14102,7305,16886,24020,23116,23177,25467,25822,21908,10785,2,0,6,4,10,24,36,38,28,11,1305,555,1020,1410,2190,3736,5972,6456,4903,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-23,AR,213,630,2867,3684,3003,2156,1435,718,400,156,26467,48796,198478,270094,225742,156872,92154,49144,28309,12744,0,0,2,4,12,28,76,103,88,40,47,28,193,434,1157,2838,6317,8664,8351,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,1415,6249,8166,6748,4678,2952,1522,848,349,113939,122403,472198,645300,534070,356690,209576,117949,74949,35793,56,24,47,61,81,120,160,140,120,56,14158,7329,16933,24081,23197,23297,25627,25962,22028,10841,6,2,2,4,15,19,41,34,24,13,1311,557,1022,1414,2205,3755,6013,6490,4927,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2020-10-24,AR,227,526,2281,2871,2447,1662,1034,548,249,102,26694,49322,200759,272965,228189,158534,93188,49692,28558,12846,0,0,0,5,14,25,64,112,100,40,47,28,193,439,1171,2863,6381,8776,8451,4440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,1058,4511,5745,4816,3258,2084,1165,578,220,114786,123461,476709,651045,538886,359948,211660,119114,75527,36013,63,17,39,35,69,92,131,128,97,44,14221,7346,16972,24116,23266,23389,25758,26090,22125,10885,13,4,3,7,11,17,40,30,18,5,1324,561,1025,1421,2216,3772,6053,6520,4945,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
