date,location_key,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2021-10-28,AD,13.873016,5.761905,20.944444,0.108857,NA,9.539683,75.195519
2021-10-29,AD,16.015873,10.785714,20.952381,0.036286,NA,10.873016,71.895517
2021-10-30,AD,17.563492,13.777778,22.18254,0.108857,NA,13.055556,75.264616
2021-10-31,AD,16.865079,10.428571,21.349206,0.169333,NA,14.357143,85.264087
2021-11-01,AD,12.412698,7.484127,17.595238,13.419667,NA,9.851852,83.568119
2021-11-02,AD,12.960317,7.063492,18.992063,0.907143,160.02,7.492063,69.767466
2021-11-03,AD,9.730159,4.81746,13.555556,2.902857,NA,6.15873,79.415098
2021-11-04,AD,8.587302,5.18254,12.603175,3.701143,160.02,5.452381,81.63382
2021-11-05,AD,7.761905,4.912698,11.325397,0.762,NA,5,84.01998
2021-11-06,AD,7.777778,4.18254,11.468254,1.233714,NA,3.912698,77.620055
2021-11-07,AD,8.634921,4.698413,12.206349,0,NA,4.214286,74.918013
2021-11-08,AD,11.119048,9,14.611111,1.088571,NA,7.174603,77.5916
2021-11-09,AD,7.81746,4.571429,11.873016,0.217714,NA,4.111111,78.386021
2021-11-10,AD,5.611111,3.507937,8.285714,0.036286,10.16,4.436508,92.497186
2021-11-11,AD,10.5,7.861111,13.597222,24.0665,NA,9.263889,92.287922
2021-11-12,AD,11.492063,8.055556,14.746032,1.016,NA,9.412698,87.51357
2021-11-13,AD,12.365079,10.103175,14.47619,0.169333,NA,9.992063,86.339135
2021-11-14,AD,10.984127,9.230159,13.063492,1.693333,NA,8.809524,87.251832
2021-11-15,AD,9.912698,8.563492,12.134921,3.193143,NA,7.293651,84.362941
2021-11-16,AD,8.801587,6.865079,10.746032,0.689429,NA,6.095238,83.909884
2021-11-17,AD,8.031746,7.198413,9.238095,0.108857,NA,5.063492,82.417462
2021-11-18,AD,9.166667,4.166667,13.984127,0.254,NA,5.015873,75.906361
2021-11-19,AD,6.873016,0.452381,14.81746,0,NA,3.849206,81.214006
2021-11-20,AD,7.928571,1.428571,15.531746,0.036286,NA,5.079365,82.25322
2021-11-21,AD,9.547619,4.738095,14.18254,0.072571,NA,7.071429,84.748525
2021-11-22,AD,7.484127,3.690476,11.468254,1.052286,NA,4.34127,81.173488
2021-11-23,AD,6.253968,1.492063,10.222222,0,NA,4.992063,91.750375
2021-11-24,AD,7.47619,4.761905,10.436508,16.256,NA,7.033333,95.983629
2021-11-25,AD,8.555556,6.452381,12.492063,15.856857,NA,6.547619,87.268971
2021-11-26,AD,6.230159,3.555556,8.793651,2.413,NA,3.063492,80.942546
2021-11-27,AD,6.055556,3.214286,8.769841,5.164667,NA,2.84127,80.48463
2021-11-28,AD,4.642857,2.396825,6.420635,3.471333,10.16,0.555556,75.680154
2021-11-29,AD,3.420635,1,5.880952,1.227667,20.32,0.698413,83.310879
2021-11-30,AD,3.31746,-0.68254,7.595238,1.27,NA,1.277778,88.183316
2021-12-01,AD,6.833333,0.626984,12.412698,0.084667,NA,4.527778,85.448859
2021-12-02,AD,6.603175,4.626984,9.261905,2.709333,NA,3.507937,81.097728
2021-12-03,AD,6.642857,2.142857,10.738095,2.213429,NA,2.603175,76.214331
2021-12-04,AD,9.730159,5.206349,13.769841,0.677333,NA,6.793651,82.831723
2021-12-05,AD,5.984127,4.198413,9.309524,11.303,NA,3.007937,81.749559
2021-12-06,AD,7.825397,4.896825,11.626984,6.180667,NA,4.309524,78.840044
2021-12-07,AD,8.253968,3.833333,11.714286,0.846667,NA,5.52381,83.381059
2021-12-08,AD,6.02381,4.007937,9,5.926667,NA,3.357143,83.583133
2021-12-09,AD,5.507937,3.063492,8.452381,2.322286,NA,2.579365,82.089375
2021-12-10,AD,8.269841,4.246032,12.031746,18.838333,NA,6.261905,87.195113
2021-12-11,AD,7.738095,5.015873,10.674603,13.534571,NA,4.230159,79.006393
2021-12-12,AD,7.761905,2.761905,14.031746,0,NA,5.079365,83.751057
2021-12-13,AD,6.547619,1.134921,14.809524,0,NA,4.380952,86.286887
2021-12-14,AD,5.801587,-0.531746,15.531746,0,NA,2.928571,82.112157
2021-12-15,AD,6.095238,0.111111,14.571429,0.036286,NA,3.007937,81.231649
2021-12-16,AD,5.309524,-0.642857,13.65873,0.036286,NA,2.507937,82.306468
2021-12-17,AD,6.388889,-0.730159,12.134921,0.036286,NA,3.396825,81.352272
2021-12-18,AD,6.595238,-0.261905,14.531746,0.108857,NA,3.619048,81.506049
2021-12-19,AD,6.309524,0.222222,14.134921,0.036286,NA,3.246032,80.990023
2021-12-20,AD,3.753968,-1.857143,12.015873,0,NA,1.261905,84.063351
2021-12-21,AD,5.34127,-0.309524,10.698413,0.036286,NA,2.555556,82.591992
2021-12-22,AD,7.674603,3.357143,11.928571,0,NA,4.412698,79.980533
2021-12-23,AD,9.285714,6.484127,12.515873,0,NA,7.31746,87.589684
2021-12-24,AD,10.095238,7.793651,13.087302,0.036286,NA,7.722222,85.628227999999993
2021-12-25,AD,8.825397,4.809524,13.603175,0,NA,7.039683,88.735524
2021-12-26,AD,8.793651,4.230159,15.087302,0.036286,NA,5.968254,82.68128
2021-12-27,AD,10.753968,4.539683,16.119048,2.582333,NA,8.435185,84.279038
2021-12-28,AD,12.833333,6.269841,15.833333,5.672667,NA,10.444444,85.712222
2021-12-29,AD,15.579365,13.087302,18.34127,1.905,NA,11.515873,77.205066
2021-12-30,AD,11.5,6.333333,17.18254,0.181429,NA,9.460317,88.024673
2021-12-31,AD,9.626984,3.230159,20.126984,0.108857,NA,6.119048,79.586427
2022-01-01,AD,8.436508,2.206349,16.380952,0.036286,NA,5.063492,81.507518
2022-01-02,AD,8.261905,3.611111,14.484127,0.072571,NA,6.579365,89.171695
2022-01-03,AD,8.984127,3.777778,16.206349,0.072571,NA,6.65873,85.606835
2022-01-04,AD,9.31746,3.253968,14.674603,0.072571,NA,6.912698,85.659076
2022-01-05,AD,5.81746,2.642857,10.992063,6.894286,NA,2.02381,77.368799
2022-01-06,AD,3.126984,-0.452381,7.365079,0.145143,NA,-2.055556,69.811544
2022-01-07,AD,4.095238,-1.349206,8.968254,0,NA,0.388889,77.753952
2022-01-08,AD,9.214286,6.888889,11.603175,2.032,NA,5.579365,78.679601
2022-01-09,AD,8.761905,7.595238,11.460317,1.735667,NA,6.666667,86.962105
2022-01-10,AD,8.396825,5.928571,10.626984,40.513,NA,7.484127,94.099401
2022-01-11,AD,6.785714,3.230159,10.380952,15.457714,NA,3.428571,80.356484
2022-01-12,AD,2.928571,-1.746032,7.738095,0,NA,-0.539683,79.916741
2022-01-13,AD,0.404762,-3.190476,5.095238,0.036286,NA,-1.166667,89.888625
2022-01-14,AD,1.198413,-3.873016,9.992063,0.036286,NA,-1.619048,82.234592
2022-01-15,AD,2.396825,-3.68254,10.984127,0,NA,-2.579365,70.038819
2022-01-16,AD,2.960317,-3.206349,9.849206,0.036286,NA,-2.428571,70.398009
2022-01-17,AD,1.388889,-2.174603,6.460317,0.036286,NA,-1.84127,83.840412
2022-01-18,AD,1.238095,-1.126984,4.5,0.036286,NA,-0.190476,91.346411
2022-01-19,AD,4.952381,0.722222,8.690476,0.042333,NA,2.238095,82.949791
2022-01-20,AD,5.65873,3.428571,8.150794,0.592667,NA,3.547619,87.097238
2022-01-21,AD,2.825397,-0.15873,5.992063,1.632857,NA,-0.730159,78.306248
2022-01-22,AD,1.833333,-2.880952,8.626984,0,NA,-2.555556,74.204412
2022-01-23,AD,2.404762,-4.404762,9.984127,0.036286,NA,-1.277778,76.701457
2022-01-24,AD,5.484127,-1.079365,12.928571,0.036286,NA,1.452381,75.475333
2022-01-25,AD,4.31746,-2.253968,13.325397,0,NA,0.873016,78.531164
2022-01-26,AD,3.968254,-2.865079,12.880952,0.036286,160.02,-0.269841,74.986298
2022-01-27,AD,4.230159,-2.325397,12.238095,0,NA,-0.396825,74.685661
2022-01-28,AD,2.404762,-1.357143,6.380952,0.036286,NA,-0.555556,85.272237
2022-01-29,AD,3.404762,0.634921,7.222222,0.036286,NA,-0.071429,84.111542
2022-01-30,AD,2.984127,0.261905,6.531746,0.036286,NA,0.896825,88.954272
2022-01-31,AD,6.52381,2.603175,10.52381,0.042333,NA,4.388889,87.425471
2022-02-01,AD,7.119048,3,9.722222,1.669143,NA,2,70.671552
2022-02-02,AD,9.134921,5.738095,12.301587,0.036286,NA,6.190476,83.049784
2022-02-03,AD,7.009259,0.944444,12.962963,0,NA,4.509259,84.969987
2022-02-04,AD,10.472222,6.666667,14.055556,0,NA,6.768519,78.373099
2022-02-05,AD,8.240741,2.935185,11.916667,0.8636,NA,5.046296,81.019524
2022-02-06,AD,5.953704,0.212963,10.935185,0.296333,NA,1.083333,71.774837
2022-02-07,AD,10.009259,5.935185,13.203704,0.0508,NA,6.259259,78.381139
2022-02-08,AD,8.361111,1.064815,15.611111,0.550333,NA,2.703704,67.592313
2022-02-09,AD,8.87963,2.611111,15.111111,0,NA,3.212963,67.999386
2022-02-10,AD,9.490741,1.768519,17.481481,0,NA,4.509259,71.411573
2022-02-11,AD,9.101852,4.074074,12.981481,0,NA,5.981481,81.144349
2022-02-12,AD,6.990741,1.435185,13.111111,0.338667,NA,3.194444,76.85137
2022-02-13,AD,10.777778,5.722222,16.731481,0,NA,6.175926,73.793959
2022-02-14,AD,8.907407,6.648148,12.805556,2.9464,NA,5.259259,78.271087
2022-02-15,AD,8.777778,5.981481,12.62037,5.588,NA,3.990741,72.746431
2022-02-16,AD,11.435185,6.046296,15.185185,0.8636,NA,7.398148,76.849167
2022-02-17,AD,13.583333,9.898148,16.768519,0.465667,NA,9.648148,77.73292
2022-02-18,AD,11.62963,4.601852,18.935185,0,NA,8.175926,79.441669
2022-02-19,AD,8.407407,4.601852,14.009259,1.1684,NA,4.648148,77.78181
2022-02-20,AD,8.990741,2.064815,15.018519,0.592667,NA,4.185185,72.749649
2022-02-21,AD,11.527778,6.546296,14.851852,0,NA,5.314815,66.444667
2022-02-22,AD,10.37037,5.888889,15.083333,0.635,NA,4.388889,67.160498
2022-02-23,AD,10.166667,3.398148,17.324074,0,NA,4.416667,67.809872
2022-02-24,AD,10.75,6.768519,15.111111,0,NA,6.851852,76.901544
2022-02-25,AD,8.259259,3.685185,12.305556,0.508,NA,1.824074,64.630103
2022-02-26,AD,6.518519,-1.601852,13.990741,0.084667,NA,-2.351852,53.332421
2022-02-27,AD,7.648148,-0.722222,15.898148,0.042333,NA,2.185185,68.40047
2022-02-28,AD,9.87963,1.935185,17.305556,0,NA,3.851852,66.206988
2022-03-01,AD,9.744444,3.122222,15.566667,0,NA,4.333333,69.102126
2022-03-02,AD,9.1,4.5,12.644444,0.0635,NA,7.522222,89.981487
2022-03-03,AD,11.388889,5.314815,17.092593,5.799667,NA,7.092593,75.088217
2022-03-04,AD,9.37037,7.416667,12.046296,1.1684,NA,7.037037,86.097969
2022-03-05,AD,8.555556,6.296296,11.324074,3.556,NA,4.194444,75.02374
2022-03-06,AD,7.694444,3.722222,11.601852,0.042333,NA,2.953704,72.452703
2022-03-07,AD,6.731481,0.12037,12.675926,0,NA,2.5,74.45959
2022-03-08,AD,8.490741,1.518519,14.935185,0.0508,NA,4.805556,77.683415
2022-03-09,AD,10.009259,3.12963,15.638889,7.408333,NA,6.546296,79.276461
2022-03-10,AD,11.111111,6.583333,15.472222,0,NA,7.194444,76.908969
2022-03-11,AD,11.601852,6.796296,15.157407,0.042333,NA,7.657407,76.864629
2022-03-12,AD,8.046296,4.731481,12.259259,6.5024,NA,6.902778,86.236603
2022-03-13,AD,8.388889,3.962963,11.87963,16.6624,NA,6.244444,85.968508
2022-03-14,AD,9.712963,4.027778,13.398148,4.064,NA,6.988889,81.920911
2022-03-15,AD,13.027778,11.564815,15.222222,1.354667,NA,10.25,83.48434
2022-03-16,AD,12.648148,11.027778,14.703704,0.381,NA,10.175926,85.084189
2022-03-17,AD,11.75,7.009259,14.546296,0.6096,NA,10.555556,91.548099
2022-03-18,AD,10.333333,8.490741,12.62037,4.953,NA,7.814815,84.579287
2022-03-19,AD,10.972222,6.833333,14.861111,0.550333,NA,6.87037,76.140646
2022-03-20,AD,10.518519,5.703704,15.351852,0.211667,NA,7.766667,79.090873
2022-03-21,AD,10.87037,5.87963,15.62037,3.81,NA,6.175926,73.731145
2022-03-22,AD,11.268519,7.240741,16.064815,0.508,NA,3.416667,58.624243
2022-03-23,AD,10.583333,5.490741,16.037037,0,NA,3.62037,62.295333
2022-03-24,AD,11.190476,5.079365,16.992063,0,NA,4.174603,62.543356
2022-03-25,AD,12.150794,6.936508,18.007937,0,NA,4.539683,60.427611
2022-03-26,AD,11.84127,6.373016,17.460317,0,NA,4.309524,60.651516
2022-03-27,AD,13.579365,5.920635,20.714286,0,NA,4.119048,53.216389
2022-03-28,AD,13.388889,4.857143,20.944444,0,NA,3.722222,52.249866
2022-03-29,AD,12.436508,6.880952,17.936508,0,NA,7.785714,73.478495
2022-03-30,AD,10.18254,7.801587,13.785714,4.741333,NA,8.759259,89.894715
2022-03-31,AD,9.396825,5.015873,13.619048,4.487333,NA,6.103175,80.724407
2022-04-01,AD,4.595238,1.833333,9.412698,6.011333,20.32,-1.428571,65.379904
2022-04-02,AD,3.880952,0.880952,7.714286,2.794,30.48,-1.992063,65.902736
2022-04-03,AD,3.761905,-0.150794,7.753968,0.362857,NA,-2.730159,63.256299
2022-04-04,AD,5.436508,-1.103175,11.428571,0.108857,NA,-1.920635,59.61808
2022-04-05,AD,8.365079,-0.571429,15.746032,0,NA,-0.714286,53.553188
2022-04-06,AD,10.222222,6.738095,13.666667,0,NA,5.753968,74.50823
2022-04-07,AD,14.18254,6.857143,21.198413,0.338667,NA,7.436508,64.223309
2022-04-08,AD,15.507937,9.246032,21.277778,0.580571,NA,9.079365,65.717361
2022-04-09,AD,10.603175,5.84127,16.103175,0.423333,NA,4.531746,66.483485
2022-04-10,AD,10.68254,1.246032,18.230159,1.016,NA,3.174603,59.991712
2022-04-11,AD,13.492063,9.706349,18.063492,0.036286,NA,9.039683,74.547049
2022-04-12,AD,13.444444,11.388889,17.428571,0,NA,9.460317,76.997117
2022-04-13,AD,12.230159,7.84127,14.492063,0.804333,NA,10.595238,89.813635
2022-04-14,AD,14.690476,7.690476,22.126984,1.016,NA,9.333333,70.767547
2022-04-15,AD,16.333333,9.579365,22.944444,0.072571,NA,10.706349,70.323983
2022-04-16,AD,16.730159,11.65873,22.84127,0.036286,NA,10.579365,67.887064
2022-04-17,AD,16.857143,9.47619,22.611111,0,NA,9.34127,61.432602
2022-04-18,AD,14.730159,10.595238,19.97619,0,NA,8.68254,67.74945
2022-04-19,AD,11.777778,8.246032,16.746032,0.254,NA,9.111111,84.655426
2022-04-20,AD,10.031746,8.261905,12.420635,9.186333,NA,8.087302,87.767413
2022-04-21,AD,10.793651,8.706349,13.071429,14.774333,NA,9.039683,89.116718
2022-04-22,AD,13.571429,9.055556,18.436508,1.124857,NA,9.857143,78.30425
2022-04-23,AD,10.626984,6.396825,16.68254,0,NA,8.518519,84.974288
2022-04-24,AD,13.222222,9.119048,17.412698,17.126857,NA,9.253968,77.138716
2022-04-25,AD,13.269841,6.706349,19.015873,0.072571,NA,8.380952,72.419276
2022-04-26,AD,15.619048,6.388889,22.785714,0.036286,NA,8.039683,60.810018
2022-04-27,AD,16.063492,9.761905,21.142857,0,NA,9.650794,66.130006
2022-04-28,AD,15.230159,12.492063,19.02381,0.290286,NA,12.412698,83.6091
2022-04-29,AD,17.746032,13.492063,22.468254,0.145143,NA,12.460317,71.669194
2022-04-30,AD,17.111111,13.81746,21.611111,0.036286,NA,10.952381,67.432389
2022-05-01,AD,16.142857,11,21.174603,0.072571,NA,9.619048,65.803927
2022-05-02,AD,15.126984,12.071429,19.404762,0.181429,NA,10.492063,74.291182
2022-05-03,AD,14.714286,10.531746,20.412698,0.973667,NA,11.007937,78.657649
2022-05-04,AD,14.468254,10.642857,19.484127,3.894667,NA,11.388889,82.346279
2022-05-05,AD,15.079365,9.928571,20.357143,2.866571,NA,9.230159,68.92283
2022-05-06,AD,16.246032,11.492063,20.896825,0.254,NA,8.952381,62.382499
2022-05-07,AD,17.238095,11.357143,22.642857,0.036286,NA,9.857143,62.328536
2022-05-08,AD,18.47619,13.071429,24.349206,0.290286,NA,10.97619,62.009396
2022-05-09,AD,18.944444,10.714286,26.253968,0.217714,NA,10.611111,58.682058
2022-05-10,AD,20.02381,10.769841,27.825397,0,NA,11.301587,57.649879
2022-05-11,AD,20.698413,11.809524,27.571429,0.036286,NA,12.825397,61.168216
2022-05-12,AD,18.642857,14.087302,24.984127,0.072571,NA,13.761905,73.490424
2022-05-13,AD,19.904762,13.896825,25.706349,0,NA,14.357143,70.503427
2022-05-14,AD,22.031746,13.388889,29.484127,0.108857,NA,14.507937,62.549031
2022-05-15,AD,20.984127,15.65873,26.738095,0,NA,14.325397,65.900404
2022-05-16,AD,21.722222,14.253968,28.055556,0,NA,14.730159,64.654412
2022-05-17,AD,23.206349,14.896825,30.071429,0.036286,NA,14.65873,59.30465
2022-05-18,AD,25.119048,17.15873,32.34127,0,NA,14.849206,53.146848
2022-05-19,AD,21.912698,18.269841,27.81746,0,NA,16.880952,73.308176
2022-05-20,AD,22.481481,17.351852,28.490741,0,NA,15.796296,66.582926
2022-05-21,AD,24.044444,16.922222,30.244444,0.0508,NA,16.822222,64.865141
2022-05-22,AD,23.6,17.011111,29.811111,0.0508,NA,16.433333,64.817756
2022-05-23,AD,19.077778,16.611111,25.611111,0.1905,NA,13.866667,72.225303
2022-05-24,AD,14.722222,12.122222,19.733333,0.127,NA,10.255556,75.150809
2022-05-25,AD,15.855556,11.455556,20.844444,7.2136,NA,9.233333,65.146319
2022-05-26,AD,16.933333,12.644444,20.5,0,NA,10.622222,66.946151
2022-05-27,AD,20.015873,14.214286,25.238095,0.072571,NA,12.055556,60.62168
2022-05-28,AD,20.944444,14.190476,27.111111,0.036286,NA,11.444444,55.325296
2022-05-29,AD,19.880952,12.119048,26.452381,0,NA,6.5,42.538416
2022-05-30,AD,18.690476,9.571429,26.119048,0,NA,9.293651,54.933609
2022-05-31,AD,20.642857,14.02381,27.087302,1.415143,NA,11.873016,57.5714
2022-06-01,AD,22.571429,15.02381,29.174603,0,NA,14.984127,63.041524
2022-06-02,AD,21.444444,17.484127,26.611111,0.036286,NA,16.492063,73.534399
2022-06-03,AD,23.198413,16.587302,29.944444,0.217714,NA,17.246032,69.409384
2022-06-04,AD,21.34127,17.583333,26.333333,0.508,NA,17.880952,80.914281
2022-06-05,AD,20.809524,16.801587,25.587302,2.104571,NA,15.238095,70.935705
2022-06-06,AD,21.420635,14.166667,29.531746,0.084667,NA,15.325397,68.557674
2022-06-07,AD,20.079365,16.261905,24.436508,3.011714,NA,14.547619,70.919176
2022-06-08,AD,18.373016,13.888889,23.444444,0,NA,14.992063,81.249017
2022-06-09,AD,19.31746,14.087302,24.285714,1.778,NA,11.579365,61.377791
2022-06-10,AD,22.206349,13.087302,29.97619,0.108857,NA,11.333333,50.982283
2022-06-11,AD,24.984127,14.095238,33.84127,0,NA,11.626984,43.905139
2022-06-12,AD,23.907407,17.377778,31.657407,0.254,NA,16.231481,63.100606
2022-06-13,AD,25.592593,19.083333,31.888889,1.481667,NA,17.527778,61.660677
2022-06-14,AD,27.753968,19.650794,35.031746,0,NA,15.444444,47.743935
2022-06-15,AD,27.079365,19.746032,33.777778,0,NA,16.539683,53.015863
2022-06-16,AD,28.833333,19.301587,37.111111,0,NA,16.888889,48.974496
2022-06-17,AD,30.079365,20.031746,38.619048,0,NA,16.325397,43.909514
2022-06-18,AD,28.436508,21.619048,36.246032,0,NA,16.230159,48.415232
2022-06-19,AD,26.880952,20.968254,34.230159,0,NA,18.388889,60.237628
2022-06-20,AD,23.666667,19.007937,29.674603,0,NA,18.142857,71.335016
2022-06-21,AD,22.68254,19.944444,28.380952,0,NA,18.857143,79.04804
2022-06-22,AD,23.452381,16.690476,29.515873,1.995714,NA,16.769841,66.315816
2022-06-23,AD,22.047619,14.968254,29.730159,0.211667,NA,16.31746,70.29579
2022-06-24,AD,20.206349,14.428571,25.97619,14.647333,NA,14.706349,71.053423
2022-06-25,AD,21.206349,15.460317,27.428571,0.544286,NA,15.214286,68.82619
2022-06-26,AD,17.333333,14.253968,21.563492,2.866571,NA,14.555556,84.45513
2022-06-27,AD,15.373016,13.595238,19.079365,1.608667,NA,13.592593,83.423937
2022-06-28,AD,21.15873,15.833333,26.849206,4.680857,NA,12.325397,57.787818
2022-06-29,AD,22.365079,13.420635,29.706349,0.145143,NA,13.365079,57.359593
2022-06-30,AD,17.063492,14.865079,25.380952,3.048,NA,13.619048,80.990117
2022-07-01,AD,18.920635,13.769841,24.730159,1.197429,NA,11.150794,61.256689
2022-07-02,AD,22.52381,11.936508,31.460317,0.072571,NA,12.142857,52.205179
2022-07-03,AD,23.365079,16.064815,30.984127,0,NA,15.714286,62.618232
2022-07-04,AD,22.5,17.714286,27.81746,0.762,NA,16.142857,68.087496
2022-07-05,AD,24.65873,19.603175,30.007937,0,NA,15.515873,57.289103
2022-07-06,AD,23.5,18.18254,28.571429,0.181429,NA,13.285714,54.031851
2022-07-07,AD,23.68254,18.071429,28.944444,0.036286,NA,13.357143,53.249351
2022-07-08,AD,24.230159,17.547619,30.142857,0,NA,13.587302,52.154771
2022-07-09,AD,25.365079,16.02381,32.65873,0,NA,12.5,45.709669
2022-07-10,AD,26.420635,16.896825,34.142857,0,NA,12.214286,42.067949
2022-07-11,AD,27.150794,16.301587,35.47619,0,NA,12.97619,41.894359
2022-07-12,AD,27.865079,18.071429,36.02381,0,NA,14.888889,45.75006
2022-07-13,AD,27.626984,17.722222,35.825397,0,NA,14.325397,45.245008
2022-07-14,AD,28.468254,19.47619,36.785714,0,NA,16.015873,47.387542
2022-07-15,AD,28.642857,19.793651,36.373016,0,NA,14.269841,42.189173
2022-07-16,AD,28.753968,18.396825,37.857143,0,NA,13.222222,38.765001
2022-07-17,AD,29.214286,18.015873,38.253968,0,NA,12.888889,37.041634
2022-07-18,AD,29.619048,20.65873,37.055556,0,NA,15.373016,43.104576
2022-07-19,AD,26.849206,22.047619,33.539683,0,NA,19.912698,66.057377
2022-07-20,AD,25.420635,21.396825,30.793651,0,NA,15.603175,54.691759
2022-07-21,AD,26.865079,18.722222,34.063492,0,NA,15.285714,49.304447
2022-07-22,AD,24.896825,19.579365,32.214286,0,NA,16.928571,61.864795
2022-07-23,AD,23.293651,18.706349,29.325397,0.762,NA,14.738095,59.394146
2022-07-24,AD,27.698413,17.285714,36.769841,0.036286,NA,15.333333,47.151413
2022-07-25,AD,23.896825,20.587302,33.833333,0.036286,NA,17.007937,65.701504
2022-07-26,AD,22.452381,18.261905,27.269841,0.907143,NA,13.365079,57.268516
2022-07-27,AD,23.190476,16.674603,29.238095,0,NA,11.174603,47.211188
2022-07-28,AD,22.857143,14.84127,30.15873,0,NA,13.238095,55.090822
2022-07-29,AD,20.634921,15.960317,27.365079,1.735667,NA,16.222222,72.647414
2022-07-30,AD,24.674603,18.952381,30.65873,2.213429,NA,15.68254,57.977242
2022-07-31,AD,26.571429,18.349206,33.47619,0,NA,15.087302,50.158289
2022-08-01,AD,27.198413,19.706349,34.642857,0,NA,14.904762,48.009273
2022-08-02,AD,28.206349,19.253968,36.674603,0,NA,12.825397,39.41233
2022-08-03,AD,27.992063,17.325397,37.214286,0,NA,14.388889,44.199425
2022-08-04,AD,27.515873,20.84127,34.68254,0,NA,19.230159,61.379847
2022-08-05,AD,26.269841,20.753968,32.484127,0,NA,17.746032,59.694683
2022-08-06,AD,26.373016,20.185185,33.833333,0,NA,16.603175,55.611437
2022-08-07,AD,27.539683,19.650794,34.293651,0,NA,13.198413,41.929016
2022-08-08,AD,27.087302,17.896825,35.150794,0,NA,10.952381,37.253154
2022-08-09,AD,27.111111,16.912698,35.706349,0,NA,11.611111,38.427396
2022-08-10,AD,26.84127,17.730159,36.246032,0,NA,14.111111,46.380754
2022-08-11,AD,29.031746,22,35.865079,0,NA,19.333333,57.039779
2022-08-12,AD,30.452381,21.238095,39.047619,0,NA,17.849206,47.245046
2022-08-13,AD,26.531746,21.259259,36.349206,0,NA,18.84127,63.254277
2022-08-14,AD,24.793651,21.214286,30.698413,0,NA,17.698413,64.942927
2022-08-15,AD,24.18254,19.428571,29.825397,0,NA,14.277778,54.206366
2022-08-16,AD,23.880952,15.952381,32.722222,0,NA,14.920635,57.704731
2022-08-17,AD,20.904762,16.703704,26.111111,4.245429,NA,15.150794,69.881522
2022-08-18,AD,18.420635,14.452381,25.063492,0.973667,NA,14.740741,71.374918
2022-08-19,AD,21.857143,17.396825,27.492063,1.995714,NA,14.047619,61.613629
2022-08-20,AD,24.18254,15.97619,31.238095,0.036286,NA,14.587302,55.523741
2022-08-21,AD,24.706349,18.936508,29.666667,0,NA,15.357143,56.691799
2022-08-22,AD,22.960317,18.865079,27.674603,0.042333,NA,16.674603,68.29139
2022-08-23,AD,25.166667,20.095238,31.968254,0.290286,NA,16.833333,60.408015
2022-08-24,AD,26.84127,16.849206,35.595238,0,NA,14.809524,47.883287
2022-08-25,AD,24.706349,18.68254,31.722222,0.423333,NA,18.555556,69.154345
2022-08-26,AD,24.515873,20.277778,30.777778,9.107714,NA,17.087302,64.273329
2022-08-27,AD,24.857143,18.706349,31.880952,0.435429,NA,15.571429,56.726914
2022-08-28,AD,25.952381,16.444444,34.198413,0.036286,NA,13.97619,47.971414
2022-08-29,AD,24.222222,17.9,32.777778,0,NA,16.730159,63.372101
2022-08-30,AD,25.087302,17.444444,32.373016,3.701143,NA,17.174603,61.635936
2022-08-31,AD,22.380952,18.685185,29.007937,0.084667,NA,17.777778,75.846515
2022-09-01,AD,24.222222,18.84127,30.126984,0.326571,NA,16.626984,62.851688
2022-09-02,AD,23.261905,18.563492,28.801587,0,NA,16.380952,65.655764
2022-09-03,AD,22.301587,17.730159,27.738095,7.402286,NA,16.626984,70.458065
2022-09-04,AD,24.809524,18.492063,31.246032,0.036286,NA,18.595238,68.692152
2022-09-05,AD,25.190476,21.092593,32.833333,0.042333,NA,19.857143,72.588478
2022-09-06,AD,25.928571,20.325397,32.333333,2.830286,NA,17.769841,61.571276
2022-09-07,AD,22.81746,16.896825,29.071429,0,NA,15.055556,61.976838
2022-09-08,AD,21.468254,14.714286,28.095238,0,NA,12.325397,56.672391
2022-09-09,AD,19.246032,14.214286,24.531746,0.550333,NA,13.952381,72.190922
2022-09-10,AD,20.611111,13.015873,27.873016,1.378857,NA,12.261905,59.040106
2022-09-11,AD,23.626984,13.492063,32.373016,0.036286,NA,12.984127,51.696013
2022-09-12,AD,24.357143,19.365079,29.52381,0,NA,18.055556,68.199139
2022-09-13,AD,25.634921,22.055556,29.920635,0,NA,19.642857,70.044416
2020-01-01,AE,21.131944,15.819444,26.152778,0,NA,10.958333,52.61638
2020-01-02,AE,21.881944,17.277778,26.152778,0,NA,13.8125,61.890416
2020-01-03,AE,22.784722,17.25,28.541667,0,NA,12.451389,52.709162
2020-01-04,AE,23.659722,18.555556,28.819444,0,NA,10.618056,44.193658
2020-01-05,AE,23.506944,19.527778,27.951389,0,NA,14.361111,56.573016
2020-01-06,AE,20.5,16.930556,22.680556,0.290286,NA,12.263889,59.519293
2020-01-07,AE,19.277778,13.902778,23.833333,0,NA,9.979167,54.953562
2020-01-08,AE,20.319444,14.145833,25.625,0,NA,8.520833,46.961018
2020-01-09,AE,21.076389,16.090278,25.923611,0.6985,NA,12.069444,56.529416
2020-01-10,AE,19.680556,17.638889,21.791667,13.607143,NA,16.513889,82.004539
2020-01-11,AE,18.9375,15.625,22.041667,45.611143,NA,13.673611,72.595739
